Order ID,Customer ID,Product ID,Region ID,Transport ID,Date Key,Quantity,Sales,Discount,Profit,Delivery Delay
CA-2016-117590,GH-14485,FUR-FU-10003664,16,3,20161208,5,190.92,0.6,-147.963,2
CA-2015-117415,SN-20710,OFF-EN-10002986,17,2,20151227,9,113.328,0.2,35.415,4
CA-2015-117415,SN-20710,FUR-BO-10002545,17,2,20151227,3,532.3992,0.32,-46.9764,4
CA-2015-117415,SN-20710,FUR-CH-10004218,17,2,20151227,3,212.058,0.3,-15.147,4
CA-2015-117415,SN-20710,TEC-PH-10000486,17,2,20151227,4,371.168,0.2,41.7564,4
CA-2017-120999,LC-16930,TEC-PH-10004093,18,2,20170910,4,147.168,0.2,16.5564,5
CA-2016-101343,RA-19885,OFF-ST-10003479,14,2,20160717,2,77.88,0.0,3.894,5
CA-2017-139619,ES-14080,OFF-ST-10003282,19,2,20170919,2,95.616,0.2,9.5616,4
CA-2016-118255,ON-18715,TEC-AC-10000171,20,3,20160311,2,45.98,0.0,19.7714,2
CA-2016-118255,ON-18715,OFF-BI-10003291,20,3,20160311,2,17.46,0.0,8.2062,2
CA-2014-146703,PO-18865,OFF-ST-10001713,21,1,20141020,4,211.96,0.0,8.4784,5
CA-2016-169194,LH-16900,TEC-AC-10002167,22,2,20160620,3,45.0,0.0,4.95,5
CA-2016-169194,LH-16900,TEC-PH-10003988,22,2,20160620,2,21.8,0.0,6.104,5
CA-2015-115742,DP-13000,OFF-BI-10004410,23,2,20150418,6,38.22,0.0,17.9634,4
CA-2015-115742,DP-13000,OFF-LA-10002762,23,2,20150418,6,75.18,0.0,35.3346,4
CA-2015-115742,DP-13000,FUR-FU-10001706,23,2,20150418,2,6.16,0.0,2.9568,4
CA-2015-115742,DP-13000,FUR-CH-10003061,23,2,20150418,1,89.99,0.0,17.0981,4
CA-2016-105816,JM-15265,OFF-FA-10000304,24,2,20161211,7,15.26,0.0,6.2566,6
CA-2016-105816,JM-15265,TEC-PH-10002447,24,2,20161211,5,1029.95,0.0,298.6855,6
CA-2016-111682,TB-21055,OFF-ST-10000604,25,3,20160617,6,208.56,0.0,52.14,1
CA-2016-111682,TB-21055,OFF-PA-10001569,25,3,20160617,5,32.4,0.0,15.552,1
CA-2016-111682,TB-21055,FUR-CH-10003968,25,3,20160617,5,319.41,0.1,7.098,1
CA-2016-111682,TB-21055,OFF-PA-10000587,25,3,20160617,2,14.56,0.0,6.9888,1
CA-2016-111682,TB-21055,TEC-AC-10002167,25,3,20160617,2,30.0,0.0,3.3,1
CA-2016-111682,TB-21055,OFF-BI-10001460,25,3,20160617,4,48.48,0.2,16.362,1
CA-2016-111682,TB-21055,OFF-AR-10001868,25,3,20160617,1,1.68,0.0,0.84,1
CA-2015-135545,KM-16720,TEC-AC-10004633,26,2,20151124,2,13.98,0.0,6.1512,6
CA-2015-135545,KM-16720,OFF-BI-10001078,26,2,20151124,6,25.824,0.2,9.3612,6
CA-2015-135545,KM-16720,OFF-PA-10003892,26,2,20151124,3,146.73,0.0,68.9631,6
CA-2015-135545,KM-16720,FUR-FU-10000397,26,2,20151124,4,79.76,0.0,22.3328,6
US-2015-164175,PS-18970,FUR-CH-10001146,27,2,20150430,5,213.115,0.3,-15.2225,5
CA-2014-106376,BS-11590,OFF-AR-10002671,28,2,20141205,8,1113.024,0.2,111.3024,5
CA-2014-106376,BS-11590,TEC-PH-10002726,28,2,20141205,4,167.968,0.2,62.988,5
CA-2016-119823,KD-16270,OFF-PA-10000482,29,3,20160604,2,75.88,0.0,35.6636,2
CA-2016-106075,HM-14980,OFF-BI-10004654,30,2,20160918,1,4.616,0.2,1.731,5
CA-2017-114440,TB-21520,OFF-PA-10004675,31,1,20170914,3,19.05,0.0,8.763,3
US-2015-134026,JE-15745,FUR-CH-10000513,32,2,20150426,8,831.936,0.2,-114.3912,6
US-2015-134026,JE-15745,FUR-FU-10003708,32,2,20150426,2,97.04,0.2,1.213,6
US-2015-134026,JE-15745,OFF-ST-10004123,32,2,20150426,1,72.784,0.2,-18.196,6
US-2017-118038,KB-16600,OFF-BI-10004182,17,3,20171209,3,1.248,0.8,-1.9344,2
US-2017-118038,KB-16600,FUR-FU-10000260,17,3,20171209,3,9.708,0.6,-5.8248,2
US-2017-118038,KB-16600,OFF-ST-10000615,17,3,20171209,3,27.24,0.2,2.724,2
US-2014-147606,JE-15745,FUR-FU-10003194,33,1,20141126,5,19.3,0.6,-14.475,5
CA-2016-127208,SC-20770,OFF-AP-10002118,34,3,20160612,1,208.16,0.0,56.2032,3
CA-2016-127208,SC-20770,OFF-BI-10002309,34,3,20160612,3,16.74,0.0,8.0352,3
CA-2014-139451,DN-13690,OFF-AR-10002053,35,2,20141012,5,14.9,0.0,4.172,4
CA-2014-139451,DN-13690,OFF-ST-10002370,35,2,20141012,1,21.39,0.0,6.2031,4
CA-2015-149734,JC-16105,OFF-EN-10000927,36,2,20150903,7,200.984,0.2,62.8075,5
US-2017-119662,CS-12400,OFF-ST-10003656,37,3,20171113,3,230.376,0.2,-48.9549,3
CA-2017-140088,PO-18865,FUR-CH-10000863,38,1,20170528,2,301.96,0.0,33.2156,2
CA-2017-155558,PG-18895,TEC-AC-10001998,39,2,20171026,1,19.99,0.0,6.7966,7
CA-2017-155558,PG-18895,OFF-LA-10000134,39,2,20171026,2,6.16,0.0,2.9568,7
CA-2016-159695,GM-14455,OFF-ST-10003442,15,1,20160405,7,158.368,0.2,13.8572,5
CA-2016-109806,JS-15685,OFF-AR-10004930,2,2,20160917,3,20.1,0.0,6.633,5
CA-2016-109806,JS-15685,TEC-PH-10004093,2,2,20160917,2,73.584,0.2,8.2782,5
CA-2016-109806,JS-15685,OFF-PA-10000304,2,2,20160917,1,6.48,0.0,3.1104,5
CA-2015-149587,KB-16315,OFF-PA-10003177,40,1,20150131,2,12.96,0.0,6.2208,5
CA-2015-149587,KB-16315,FUR-FU-10003799,40,1,20150131,3,53.34,0.0,16.5354,5
CA-2015-149587,KB-16315,OFF-BI-10002852,40,1,20150131,2,32.96,0.0,16.1504,5
US-2017-109484,RB-19705,OFF-BI-10004738,41,2,20171106,1,5.682,0.7,-3.788,6
CA-2017-161018,PN-18775,FUR-FU-10000629,30,1,20171109,7,96.53,0.0,40.5426,2
CA-2017-157833,KD-16345,OFF-BI-10001721,35,3,20170617,3,51.312,0.2,17.9592,3
CA-2016-149223,ER-13855,OFF-AP-10000358,42,2,20160906,6,77.88,0.0,22.5852,5
CA-2016-158568,RB-19465,OFF-PA-10003256,27,2,20160829,7,64.624,0.2,22.6184,4
CA-2016-158568,RB-19465,TEC-AC-10001767,27,2,20160829,3,95.976,0.2,-10.7973,4
CA-2016-158568,RB-19465,OFF-BI-10002609,27,2,20160829,3,1.788,0.8,-3.0396,4
CA-2016-129903,GZ-14470,OFF-PA-10004040,39,1,20161201,4,23.92,0.0,11.7208,3
US-2015-156867,LC-16870,TEC-AC-10001552,43,2,20151113,6,238.896,0.2,-26.8758,4
US-2015-156867,LC-16870,FUR-FU-10004006,43,2,20151113,3,102.36,0.2,-3.8385,4
US-2015-156867,LC-16870,OFF-BI-10002794,43,2,20151113,3,36.882,0.7,-25.8174,4
CA-2017-119004,JM-15250,TEC-AC-10003499,44,2,20171123,8,74.112,0.2,17.6016,5
CA-2017-119004,JM-15250,TEC-PH-10002844,44,2,20171123,1,27.992,0.2,2.0994,5
CA-2017-119004,JM-15250,OFF-AR-10000390,44,2,20171123,1,3.304,0.2,1.0738,5
CA-2015-129476,PA-19060,TEC-AC-10000844,45,2,20151015,5,339.96,0.2,67.992,5
CA-2017-146780,CV-12805,FUR-FU-10001934,46,2,20171225,2,41.96,0.0,10.9096,5
CA-2016-128867,CL-12565,OFF-AR-10000380,47,2,20161103,2,75.96,0.0,22.788,7
CA-2016-128867,CL-12565,OFF-BI-10003981,47,2,20161103,6,27.24,0.0,13.3476,7
CA-2014-115259,RC-19960,OFF-FA-10000621,48,1,20140825,14,40.096,0.2,14.5348,2
CA-2014-115259,RC-19960,OFF-EN-10002600,48,1,20140825,2,4.72,0.2,1.652,2
CA-2014-115259,RC-19960,OFF-PA-10004965,48,1,20140825,3,23.976,0.2,7.4925,2
CA-2014-115259,RC-19960,OFF-EN-10002504,48,1,20140825,6,130.464,0.2,44.0316,2
CA-2015-110457,DK-13090,FUR-TA-10001768,6,2,20150302,3,787.53,0.0,165.3813,4
US-2015-136476,GG-14650,OFF-BI-10003650,49,2,20150405,1,157.794,0.7,-115.7156,5
CA-2016-103730,SC-20725,FUR-FU-10002157,50,3,20160612,3,47.04,0.0,18.3456,3
CA-2016-103730,SC-20725,OFF-BI-10003910,50,3,20160612,4,30.84,0.0,13.878,3
CA-2016-103730,SC-20725,OFF-ST-10000777,50,3,20160612,6,226.56,0.0,63.4368,3
CA-2016-103730,SC-20725,OFF-EN-10002500,50,3,20160612,9,115.02,0.0,51.759,3
CA-2016-103730,SC-20725,TEC-PH-10003875,50,3,20160612,7,68.04,0.0,19.7316,3
US-2014-152030,AD-10180,FUR-CH-10004063,17,1,20141226,3,600.558,0.3,-8.5794,2
US-2014-134614,PF-19165,FUR-TA-10004534,51,2,20140920,6,617.7,0.5,-407.682,5
US-2017-107272,TS-21610,OFF-BI-10003274,52,2,20171105,2,2.388,0.7,-1.8308,7
US-2017-107272,TS-21610,OFF-ST-10002974,52,2,20171105,7,243.992,0.2,30.499,7
US-2016-125969,LS-16975,FUR-CH-10001146,26,1,20161106,2,81.424,0.2,-9.1602,4
US-2016-125969,LS-16975,FUR-FU-10003773,26,1,20161106,3,238.56,0.0,26.2416,4
US-2017-164147,DW-13585,TEC-PH-10002293,48,3,20170202,5,59.97,0.4,-11.994,3
US-2017-164147,DW-13585,OFF-PA-10002377,48,3,20170202,2,78.304,0.2,29.364,3
US-2017-164147,DW-13585,OFF-FA-10002780,48,3,20170202,9,21.456,0.2,6.9732,3
CA-2016-145583,LC-16885,OFF-PA-10001804,53,2,20161013,3,20.04,0.0,9.6192,6
CA-2016-145583,LC-16885,OFF-PA-10001736,53,2,20161013,1,35.44,0.0,16.6568,6
CA-2016-145583,LC-16885,OFF-AR-10001149,53,2,20161013,4,11.52,0.0,3.456,6
CA-2016-145583,LC-16885,OFF-FA-10002988,53,2,20161013,2,4.02,0.0,1.9698,6
CA-2016-145583,LC-16885,OFF-BI-10004781,53,2,20161013,3,76.176,0.2,26.6616,6
CA-2016-145583,LC-16885,OFF-SU-10001218,53,2,20161013,6,65.88,0.0,18.4464,6
CA-2016-145583,LC-16885,FUR-FU-10001706,53,2,20161013,14,43.12,0.0,20.6976,6
CA-2016-110366,JD-15895,FUR-FU-10004848,12,1,20160905,2,82.8,0.2,10.35,2
CA-2017-106180,SH-19975,OFF-AR-10000940,35,2,20170918,3,8.82,0.0,2.3814,5
CA-2017-106180,SH-19975,OFF-EN-10004030,35,2,20170918,3,10.86,0.0,5.1042,5
CA-2017-106180,SH-19975,OFF-PA-10004327,35,2,20170918,3,143.7,0.0,68.976,5
CA-2017-155376,SG-20080,OFF-AP-10001058,54,2,20171222,3,839.43,0.0,218.2518,5
CA-2015-110744,HA-14920,OFF-ST-10003656,55,2,20150907,7,671.93,0.0,20.1579,5
CA-2014-110072,MG-17680,FUR-FU-10000521,56,2,20141022,4,93.888,0.2,12.9096,6
CA-2016-114489,JE-16165,TEC-PH-10000215,57,2,20161205,11,384.45,0.0,103.8015,4
CA-2016-114489,JE-16165,TEC-PH-10001448,57,2,20161205,3,149.97,0.0,5.9988,4
CA-2016-114489,JE-16165,FUR-CH-10000454,57,2,20161205,8,1951.84,0.0,585.552,4
CA-2016-114489,JE-16165,OFF-BI-10002735,57,2,20161205,5,171.55,0.0,80.6285,4
CA-2016-158834,TW-21025,OFF-AP-10000326,58,3,20160313,5,157.92,0.2,17.766,3
CA-2016-158834,TW-21025,TEC-PH-10001254,58,3,20160313,2,203.184,0.2,15.2388,3
CA-2015-124919,SP-20650,OFF-PA-10001950,59,3,20150531,7,58.38,0.0,26.271,2
CA-2015-124919,SP-20650,OFF-PA-10002254,59,3,20150531,4,105.52,0.0,48.5392,2
CA-2015-124919,SP-20650,OFF-ST-10001590,59,3,20150531,6,80.88,0.0,21.0288,2
CA-2015-118948,NK-18490,OFF-AR-10001547,60,2,20150528,3,6.63,0.0,1.7901,6
CA-2014-104269,DB-13060,FUR-CH-10004063,61,1,20140301,2,457.568,0.2,51.4764,5
CA-2016-114104,NP-18670,OFF-LA-10002475,62,2,20161120,2,14.62,0.0,6.8714,4
CA-2016-114104,NP-18670,TEC-PH-10004536,62,2,20161120,7,944.93,0.0,236.2325,4
CA-2016-162733,TT-21070,OFF-PA-10002751,63,3,20160511,1,5.98,0.0,2.691,1
CA-2015-119697,EM-13960,TEC-AC-10003657,64,1,20151228,2,54.384,0.2,1.3596,3
CA-2016-154508,RD-19900,OFF-EN-10001990,65,2,20161116,5,28.4,0.0,13.348,4
CA-2016-113817,MJ-17740,OFF-BI-10004002,61,2,20161107,2,27.68,0.2,9.688,4
CA-2014-139892,BM-11140,OFF-AR-10004441,66,2,20140908,3,9.936,0.2,2.7324,4
CA-2014-139892,BM-11140,TEC-MA-10000822,66,2,20140908,8,8159.952,0.4,-1359.992,4
CA-2014-139892,BM-11140,OFF-ST-10000991,66,2,20140908,3,275.928,0.2,-58.6347,4
CA-2014-139892,BM-11140,FUR-CH-10004287,66,2,20140908,9,1740.06,0.3,-24.858,4
CA-2014-139892,BM-11140,OFF-AR-10002656,66,2,20140908,6,32.064,0.2,6.8136,4
CA-2014-139892,BM-11140,OFF-AP-10002518,66,2,20140908,5,177.98,0.8,-453.849,4
CA-2014-139892,BM-11140,TEC-PH-10003931,66,2,20140908,3,143.976,0.2,8.9985,4
CA-2014-118962,CS-12130,OFF-PA-10000659,26,2,20140805,3,20.94,0.0,9.8418,4
CA-2014-118962,CS-12130,OFF-PA-10001144,26,2,20140805,2,110.96,0.0,53.2608,4
CA-2014-118962,CS-12130,FUR-CH-10003817,26,2,20140805,7,340.144,0.2,21.259,4
US-2014-100853,JB-15400,OFF-AP-10000891,37,2,20140914,2,52.448,0.8,-131.12,5
US-2014-100853,JB-15400,OFF-LA-10003148,37,2,20140914,4,20.16,0.2,6.552,5
US-2017-152366,SJ-20500,OFF-AP-10002684,67,1,20170421,4,97.264,0.8,-243.16,4
US-2015-101511,JE-15745,FUR-CH-10004698,56,1,20151121,7,396.802,0.3,-11.3372,2
US-2015-101511,JE-15745,OFF-SU-10002189,56,1,20151121,5,15.88,0.2,-3.7715,2
CA-2015-137225,JK-15640,OFF-AR-10001940,30,2,20151215,1,3.28,0.0,1.4104,4
CA-2014-166191,DK-13150,OFF-ST-10003455,68,1,20141205,2,24.816,0.2,1.8612,4
CA-2014-166191,DK-13150,TEC-AC-10004659,68,1,20141205,7,408.744,0.2,76.6395,4
CA-2014-158274,RM-19675,TEC-PH-10003273,69,1,20141119,4,503.96,0.0,131.0296,5
CA-2014-158274,RM-19675,TEC-PH-10004896,69,1,20141119,5,149.95,0.0,41.986,5
CA-2014-158274,RM-19675,TEC-AC-10002345,69,1,20141119,2,29.0,0.0,7.25,5
CA-2016-105018,SK-19990,OFF-BI-10001890,70,2,20161128,2,7.16,0.0,3.4368,4
CA-2014-123260,FM-14290,TEC-AC-10002323,4,2,20140826,8,176.8,0.0,22.984,4
CA-2016-157000,AM-10360,OFF-ST-10001328,71,2,20160716,3,37.224,0.2,3.7224,6
CA-2016-157000,AM-10360,OFF-PA-10001950,71,2,20160716,3,20.016,0.2,6.255,6
CA-2015-102281,MP-17470,FUR-BO-10002613,46,3,20151012,4,899.136,0.2,112.392,2
CA-2015-102281,MP-17470,TEC-PH-10001552,46,3,20151012,6,71.76,0.0,20.0928,2
CA-2015-102281,MP-17470,OFF-PA-10000061,46,3,20151012,8,51.84,0.0,24.8832,2
CA-2015-102281,MP-17470,FUR-BO-10002545,46,3,20151012,3,626.352,0.2,46.9764,2
CA-2015-102281,MP-17470,OFF-AR-10003514,46,3,20151012,5,19.9,0.0,6.567,2
CA-2015-131457,MZ-17515,OFF-EN-10001509,72,2,20151031,7,14.28,0.0,6.7116,6
CA-2014-140004,CB-12025,OFF-AR-10004685,73,2,20140321,2,7.408,0.2,1.2038,4
CA-2014-140004,CB-12025,OFF-AR-10004027,73,2,20140321,3,6.048,0.2,1.5876,4
CA-2017-107720,VM-21685,OFF-ST-10001414,74,2,20171106,3,46.26,0.0,12.0276,7
US-2017-124303,FH-14365,OFF-BI-10000343,75,2,20170706,2,2.946,0.7,-2.2586,7
US-2017-124303,FH-14365,OFF-PA-10002749,75,2,20170706,3,16.056,0.2,5.8203,7
CA-2017-105074,MB-17305,OFF-PA-10002666,76,2,20170624,3,21.744,0.2,6.795,5
CA-2014-133690,BS-11755,FUR-TA-10004289,77,3,20140803,2,218.75,0.5,-161.875,2
CA-2014-133690,BS-11755,OFF-AP-10003622,77,3,20140803,1,2.6,0.2,0.2925,2
US-2017-116701,LC-17140,OFF-AP-10003217,78,1,20171217,2,66.284,0.8,-178.9668,4
CA-2017-126382,HK-14890,FUR-FU-10002960,79,2,20170603,7,35.168,0.2,9.6712,4
CA-2017-108329,LE-16810,TEC-PH-10001918,80,2,20171209,4,444.768,0.2,44.4768,5
CA-2017-135860,JH-15985,OFF-ST-10000642,81,2,20171201,4,83.92,0.0,5.8744,6
CA-2017-135860,JH-15985,TEC-PH-10001700,81,2,20171201,2,131.98,0.0,35.6346,6
CA-2017-135860,JH-15985,OFF-BI-10003274,81,2,20171201,4,15.92,0.0,7.4824,6
CA-2017-135860,JH-15985,OFF-FA-10000134,81,2,20171201,9,52.29,0.0,16.2099,6
CA-2017-135860,JH-15985,OFF-ST-10001522,81,2,20171201,1,91.99,0.0,3.6796,6
CA-2015-101007,MS-17980,TEC-AC-10001266,78,1,20150209,2,20.8,0.2,6.5,4
CA-2015-146262,VW-21775,OFF-LA-10004544,82,2,20150102,2,23.68,0.2,8.88,7
CA-2015-146262,VW-21775,FUR-BO-10004695,82,2,20150102,5,452.45,0.5,-244.323,7
CA-2015-146262,VW-21775,TEC-PH-10002844,82,2,20150102,3,62.982,0.4,-14.6958,7
CA-2015-146262,VW-21775,TEC-MA-10000864,82,2,20150102,9,1188.0,0.7,-950.4,7
CA-2015-146262,VW-21775,TEC-AC-10000109,82,2,20150102,2,89.584,0.2,4.4792,7
CA-2016-130162,JH-15910,OFF-ST-10001328,4,2,20161028,6,93.06,0.0,26.0568,4
CA-2016-130162,JH-15910,TEC-PH-10002563,4,2,20161028,3,302.376,0.2,22.6782,4
CA-2015-169397,JB-15925,OFF-FA-10000585,83,3,20151224,2,5.584,0.2,1.8148,3
CA-2015-169397,JB-15925,OFF-PA-10004000,83,3,20151224,6,22.704,0.2,8.2302,3
CA-2015-169397,JB-15925,OFF-BI-10002852,83,3,20151224,4,19.776,0.7,-13.8432,3
CA-2015-169397,JB-15925,FUR-FU-10000087,83,3,20151224,4,72.704,0.2,19.0848,3
CA-2015-169397,JB-15925,TEC-MA-10001148,83,3,20151224,4,479.988,0.7,-383.9904,3
CA-2015-169397,JB-15925,OFF-AR-10001958,83,3,20151224,2,27.168,0.2,2.7168,3
CA-2015-163055,DS-13180,OFF-AR-10001026,84,2,20150809,1,2.2,0.0,0.968,7
CA-2015-163055,DS-13180,FUR-TA-10003748,84,2,20150809,5,622.45,0.0,136.939,7
CA-2015-163055,DS-13180,OFF-ST-10002485,84,2,20150809,1,21.98,0.0,0.2198,7
US-2015-145436,VD-21670,FUR-CH-10004860,85,2,20150228,2,161.568,0.2,-28.2744,4
US-2015-145436,VD-21670,FUR-CH-10004477,85,2,20150228,8,389.696,0.2,43.8408,4
US-2014-156216,EA-14035,OFF-BI-10001679,44,2,20140913,7,18.648,0.7,-12.432,4
US-2017-100930,CS-12400,FUR-TA-10001705,86,2,20170407,2,233.86,0.45,-102.048,5
US-2017-100930,CS-12400,FUR-TA-10003473,86,2,20170407,3,620.6145,0.45,-248.2458,5
US-2017-100930,CS-12400,OFF-BI-10001679,86,2,20170407,2,5.328,0.7,-3.552,5
US-2017-100930,CS-12400,FUR-FU-10004017,86,2,20170407,3,258.072,0.2,0.0,5
US-2017-100930,CS-12400,TEC-AC-10003832,86,2,20170407,3,617.976,0.2,-7.7247,5
CA-2017-160514,DB-13120,OFF-PA-10002479,87,2,20171112,2,10.56,0.0,4.752,4
CA-2016-157749,KL-16645,OFF-PA-10003349,27,1,20160604,5,25.92,0.2,9.396,5
CA-2016-157749,KL-16645,FUR-FU-10000576,27,1,20160604,5,419.68,0.6,-356.728,5
CA-2016-157749,KL-16645,FUR-FU-10004351,27,1,20160604,3,11.688,0.6,-4.6752,5
CA-2016-157749,KL-16645,TEC-PH-10000011,27,1,20160604,2,31.984,0.2,11.1944,5
CA-2016-157749,KL-16645,FUR-TA-10002607,27,1,20160604,5,177.225,0.5,-120.513,5
CA-2016-157749,KL-16645,FUR-FU-10002505,27,1,20160604,3,4.044,0.6,-2.8308,5
CA-2016-157749,KL-16645,OFF-AR-10004685,27,1,20160604,2,7.408,0.2,1.2038,5
CA-2014-131926,DW-13480,FUR-CH-10004063,88,1,20140601,7,2001.86,0.0,580.5394,5
CA-2014-131926,DW-13480,OFF-ST-10002276,88,1,20140601,2,166.72,0.0,41.68,5
CA-2014-131926,DW-13480,OFF-PA-10004082,88,1,20140601,6,47.88,0.0,23.94,5
CA-2014-131926,DW-13480,OFF-AP-10002945,88,1,20140601,5,1503.25,0.0,496.0725,5
CA-2014-131926,DW-13480,OFF-PA-10000061,88,1,20140601,4,25.92,0.0,12.4416,5
CA-2016-154739,LH-17155,FUR-CH-10002965,10,1,20161210,2,321.568,0.2,28.1372,5
CA-2016-145625,KC-16540,OFF-PA-10004569,89,2,20160911,1,7.61,0.0,3.5767,6
CA-2016-145625,KC-16540,TEC-AC-10003832,89,2,20160911,13,3347.37,0.0,636.0003,6
CA-2016-146941,DL-13315,OFF-ST-10001228,24,3,20161210,6,80.58,0.0,22.5624,3
CA-2016-146941,DL-13315,OFF-EN-10003296,24,3,20161210,4,361.92,0.0,162.864,3
US-2015-159982,DR-12880,FUR-FU-10002505,37,2,20151128,9,12.132,0.6,-8.4924,6
US-2015-159982,DR-12880,OFF-ST-10004804,37,2,20151128,2,82.368,0.2,-19.5624,6
US-2015-159982,DR-12880,OFF-ST-10001590,37,2,20151128,5,53.92,0.2,4.044,6
US-2015-159982,DR-12880,TEC-PH-10001580,37,2,20151128,6,647.904,0.2,56.6916,6
CA-2017-163139,CC-12670,TEC-AC-10000290,30,1,20171201,3,20.37,0.0,6.9258,2
CA-2017-163139,CC-12670,OFF-ST-10002790,30,1,20171201,3,221.55,0.0,6.6465,2
CA-2017-163139,CC-12670,OFF-BI-10003460,30,1,20171201,5,17.52,0.2,6.132,2
US-2017-155299,Dl-13600,OFF-AP-10002203,90,2,20170608,2,1.624,0.8,-4.466,4
US-2014-106992,SB-20290,TEC-MA-10000822,67,1,20140919,3,3059.982,0.4,-509.997,2
US-2014-106992,SB-20290,TEC-MA-10003353,67,1,20140919,7,2519.958,0.4,-251.9958,2
CA-2016-125318,RC-19825,TEC-PH-10001433,27,2,20160606,4,328.224,0.2,28.7196,7
CA-2015-155040,AH-10210,TEC-AC-10004469,91,2,20151110,2,79.9,0.0,35.156,5
CA-2017-136826,CB-12535,OFF-AR-10003602,92,2,20170616,3,14.016,0.2,4.7304,4
CA-2016-111010,PG-18895,OFF-FA-10003472,93,2,20160122,6,7.56,0.0,0.3024,6
US-2017-145366,CA-12310,OFF-ST-10004180,94,2,20171209,1,37.208,0.2,-7.4416,4
US-2017-145366,CA-12310,OFF-EN-10004386,94,2,20171209,3,57.576,0.2,21.591,4
CA-2017-163979,KH-16690,OFF-ST-10003208,95,1,20171228,4,725.84,0.0,210.4936,5
CA-2015-155334,HA-14920,TEC-AC-10003628,10,3,20150730,7,209.93,0.0,92.3692,1
CA-2015-155334,HA-14920,FUR-FU-10003274,10,3,20150730,3,5.28,0.0,2.3232,1
